GD2017_2_strous_28	Tupanvirus_soda_lake_1141	83.092	207	35	0	1	207	1	207	2.50e-128	355
GD2017_2_strous_30	Tupanvirus_soda_lake_1142	46.626	163	75	2	1	151	1	163	6.56e-44	139
GD2017_2_strous_31	Tupanvirus_soda_lake_1143	92.920	113	8	0	1	113	1	113	5.02e-77	218
GD2017_2_strous_32	Tupanvirus_soda_lake_1144	48.538	171	48	3	1	136	1	166	7.89e-52	165
GD2017_2_strous_34	Tupanvirus_soda_lake_1145	88.000	100	12	0	2	101	5	104	2.95e-52	155
GD2017_2_strous_35	Tupanvirus_soda_lake_1146	83.531	674	109	1	1	674	1	672	0.0	1213
GD2017_2_strous_37	Tupanvirus_soda_lake_1147	82.877	146	22	1	1	146	1	143	1.21e-87	249
GD2017_2_strous_38	Tupanvirus_soda_lake_1148	84.259	540	84	1	5	544	6	544	0.0	964
GD2017_2_strous_39	Tupanvirus_soda_lake_1149	75.000	180	43	1	1	180	1	178	4.23e-105	295
GD2017_2_strous_40	Tupanvirus_soda_lake_1150	57.388	291	79	7	1	280	1	257	4.62e-108	310
GD2017_2_strous_40	Tupanvirus_soda_lake_1160	35.714	154	80	4	16	152	4	155	2.92e-22	88.2
GD2017_2_strous_40	Tupanvirus_soda_lake_623	36.111	144	79	6	23	158	11	149	1.61e-16	73.6
GD2017_2_strous_41	Tupanvirus_soda_lake_1151	86.893	206	27	0	3	208	1	206	8.72e-137	377
GD2017_2_strous_42	Tupanvirus_soda_lake_1152	61.972	71	27	0	1	71	1	71	8.90e-31	98.6
GD2017_2_strous_43	Tupanvirus_soda_lake_1153	81.878	458	82	1	1	457	1	458	0.0	790
GD2017_2_strous_43	Tupanvirus_soda_lake_914	27.876	452	272	15	23	454	272	689	2.43e-38	144
GD2017_2_strous_44	Tupanvirus_soda_lake_1154	81.675	382	68	1	24	405	24	403	0.0	645
GD2017_2_strous_44	Tupanvirus_soda_lake_107	41.398	372	189	8	39	402	59	409	1.69e-94	285
GD2017_2_strous_44	Tupanvirus_soda_lake_92	40.227	353	193	8	57	402	139	480	8.52e-83	257
GD2017_2_strous_45	Tupanvirus_soda_lake_1155	58.491	212	82	5	12	222	1	207	7.33e-83	241
GD2017_2_strous_46	Tupanvirus_soda_lake_1156	84.742	911	135	4	1	909	41	949	0.0	1555
GD2017_2_strous_47	Tupanvirus_soda_lake_1157	79.800	401	81	0	1	401	205	605	0.0	655
GD2017_2_strous_48	Tupanvirus_soda_lake_1157	80.000	150	24	2	1	146	1	148	1.16e-80	244
GD2017_2_strous_49	Tupanvirus_soda_lake_1158	93.750	128	8	0	1	128	1	128	1.13e-90	254
GD2017_2_strous_50	Tupanvirus_soda_lake_1160	69.058	223	55	2	1	215	1	217	1.18e-104	297
GD2017_2_strous_50	Tupanvirus_soda_lake_1150	29.224	219	139	6	4	216	16	224	6.39e-20	80.9
GD2017_2_strous_50	Tupanvirus_soda_lake_623	38.065	155	72	8	1	147	5	143	2.41e-19	80.1
GD2017_2_strous_51	Tupanvirus_soda_lake_1161	74.286	105	27	0	4	108	6	110	3.20e-46	140
GD2017_2_strous_52	Tupanvirus_soda_lake_1162	80.686	554	107	0	1	554	1	554	0.0	918
GD2017_2_strous_55	Tupanvirus_soda_lake_1164	80.760	421	81	0	1	421	1	421	0.0	716
GD2017_2_strous_55	Tupanvirus_soda_lake_1166	41.928	415	234	5	9	421	17	426	1.70e-102	306
GD2017_2_strous_55	Tupanvirus_soda_lake_1165	36.281	441	249	4	9	421	5	441	1.55e-88	271
GD2017_2_strous_55	Tupanvirus_soda_lake_388	31.542	428	239	12	14	419	4	399	2.84e-54	181
GD2017_2_strous_55	Tupanvirus_soda_lake_1009	35.359	181	108	5	12	187	5	181	7.87e-26	100
GD2017_2_strous_55	Tupanvirus_soda_lake_1010	39.837	123	63	3	309	421	58	179	1.03e-20	84.7
GD2017_2_strous_57	Tupanvirus_soda_lake_1165	68.326	442	130	2	1	433	1	441	0.0	614
GD2017_2_strous_57	Tupanvirus_soda_lake_1164	38.170	448	235	10	1	433	1	421	1.29e-93	284
GD2017_2_strous_57	Tupanvirus_soda_lake_1166	38.761	436	234	12	5	433	17	426	2.84e-76	239
GD2017_2_strous_57	Tupanvirus_soda_lake_388	39.706	136	77	1	10	145	4	134	1.19e-28	112
GD2017_2_strous_57	Tupanvirus_soda_lake_1009	44.030	134	72	2	10	142	7	138	1.48e-28	107
GD2017_2_strous_57	Tupanvirus_soda_lake_1010	39.655	116	62	2	323	431	63	177	2.42e-21	86.7
GD2017_2_strous_58	Tupanvirus_soda_lake_1166	72.535	426	117	0	1	426	1	426	0.0	637
GD2017_2_strous_58	Tupanvirus_soda_lake_1164	40.241	415	241	5	17	426	9	421	1.54e-98	296
GD2017_2_strous_58	Tupanvirus_soda_lake_1165	37.037	459	224	12	14	426	2	441	1.67e-77	243
GD2017_2_strous_58	Tupanvirus_soda_lake_388	31.567	434	228	12	22	424	4	399	1.03e-55	185
GD2017_2_strous_58	Tupanvirus_soda_lake_1009	41.176	136	73	4	23	154	8	140	3.62e-26	101
GD2017_2_strous_58	Tupanvirus_soda_lake_1010	48.000	100	46	2	330	424	79	177	1.42e-22	90.1
GD2017_2_strous_60	Tupanvirus_soda_lake_1168	65.574	61	21	0	5	65	8	68	2.34e-26	87.0
GD2017_2_strous_61	Tupanvirus_soda_lake_1169	73.996	946	246	0	1	946	1	946	0.0	1472
GD2017_2_strous_62	Tupanvirus_soda_lake_1170	65.772	149	51	0	1	149	1	149	1.92e-57	172
GD2017_2_strous_63	Tupanvirus_soda_lake_1171	69.943	529	155	3	4	532	2	526	0.0	753
GD2017_2_strous_64	Tupanvirus_soda_lake_1172	83.051	295	50	0	1	295	1	295	0.0	529
GD2017_2_strous_65	Tupanvirus_soda_lake_1173	71.304	115	32	1	7	120	1	115	8.09e-58	171
GD2017_2_strous_68	Tupanvirus_soda_lake_1174	91.089	202	18	0	1	202	1	202	1.17e-139	384
GD2017_2_strous_69	Tupanvirus_soda_lake_1175	66.379	116	38	1	15	130	5	119	3.89e-54	162
GD2017_2_strous_71	Tupanvirus_soda_lake_1176	84.416	154	23	1	1	153	1	154	4.19e-95	267
GD2017_2_strous_72	Tupanvirus_soda_lake_1180	85.941	505	71	0	19	523	1	505	0.0	910
GD2017_2_strous_73	Tupanvirus_soda_lake_1181	79.295	227	45	1	1	227	1	225	1.56e-134	373
GD2017_2_strous_74	Tupanvirus_soda_lake_1182	51.163	215	64	2	1	174	1	215	1.33e-61	186
GD2017_2_strous_75	Tupanvirus_soda_lake_1183	83.571	280	46	0	23	302	1	280	2.19e-175	483
GD2017_2_strous_76	Tupanvirus_soda_lake_1184	63.226	155	57	0	18	172	1	155	4.97e-68	199
GD2017_2_strous_77	Tupanvirus_soda_lake_1185	83.913	230	33	3	1	226	1	230	7.07e-140	397
GD2017_2_strous_78	Tupanvirus_soda_lake_1186	80.816	245	46	1	1	245	1	244	2.09e-133	372
GD2017_2_strous_79	Tupanvirus_soda_lake_1187	75.000	416	84	4	1	399	1	413	0.0	629
GD2017_2_strous_80	Tupanvirus_soda_lake_1188	83.048	525	88	1	1	525	1	524	0.0	903
GD2017_2_strous_81	Tupanvirus_soda_lake_1189	76.861	994	229	1	1	994	1	993	0.0	1547
GD2017_2_strous_82	Tupanvirus_soda_lake_1190	58.824	136	49	1	11	139	1	136	5.33e-52	159
GD2017_2_strous_84	Tupanvirus_soda_lake_1191	79.897	194	37	1	12	203	12	205	1.81e-111	313
GD2017_2_strous_85	Tupanvirus_soda_lake_1192	86.066	122	17	0	1	122	1	122	3.74e-78	222
GD2017_2_strous_86	Tupanvirus_soda_lake_1193	45.467	728	309	15	1	666	1	702	0.0	534
GD2017_2_strous_86	Tupanvirus_soda_lake_470	26.557	305	187	13	222	497	720	1016	5.47e-12	64.3
GD2017_2_strous_87	Tupanvirus_soda_lake_1194	42.373	118	67	1	1	117	5	122	1.05e-23	85.1
GD2017_2_strous_88	Tupanvirus_soda_lake_1195	77.108	249	57	0	1	249	1	249	1.09e-143	398
GD2017_2_strous_89	Tupanvirus_soda_lake_1196	73.200	250	60	2	2	244	4	253	4.87e-137	388
GD2017_2_strous_90	Tupanvirus_soda_lake_1197	86.070	201	28	0	1	201	1	201	1.34e-127	354
GD2017_2_strous_91	Tupanvirus_soda_lake_1198	82.586	580	101	0	11	590	1	580	0.0	1015
GD2017_2_strous_92	Tupanvirus_soda_lake_1199	83.254	209	35	0	1	209	1	209	7.20e-136	375
GD2017_2_strous_93	Tupanvirus_soda_lake_1200	68.182	176	56	0	15	190	1	176	5.29e-94	267
GD2017_2_strous_94	Tupanvirus_soda_lake_1201	94.286	175	10	0	1	175	1	175	1.66e-122	338
GD2017_2_strous_95	Tupanvirus_soda_lake_1202	78.081	844	181	3	1	842	1	842	0.0	1400
GD2017_2_strous_95	Tupanvirus_soda_lake_860	27.670	206	121	7	3	202	9	192	6.26e-11	61.6
GD2017_2_strous_97	Tupanvirus_soda_lake_1203	87.879	99	12	0	1	99	1	99	5.63e-64	185
GD2017_2_strous_99	Tupanvirus_soda_lake_1204	73.822	191	50	0	1	191	1	191	3.36e-108	303
GD2017_2_strous_100	Tupanvirus_soda_lake_1205	56.744	215	88	2	1	210	1	215	1.26e-75	223
GD2017_2_strous_100	Tupanvirus_soda_lake_1206	56.061	198	84	2	16	212	35	230	1.28e-62	190
GD2017_2_strous_101	Tupanvirus_soda_lake_1207	83.594	128	21	0	1	128	1	128	1.21e-81	231
GD2017_2_strous_102	Tupanvirus_soda_lake_1208	89.524	105	11	0	334	438	342	446	3.40e-62	204
GD2017_2_strous_103	Tupanvirus_soda_lake_1209	77.778	108	24	0	1	108	1	108	8.78e-60	174
GD2017_2_strous_104	Tupanvirus_soda_lake_1210	52.586	116	41	2	1	102	1	116	8.17e-35	111
GD2017_2_strous_105	Tupanvirus_soda_lake_1211	83.060	183	31	0	1	183	1	183	2.16e-114	318
GD2017_2_strous_106	Tupanvirus_soda_lake_1212	73.822	1868	485	3	8	1872	17	1883	0.0	2845
GD2017_2_strous_106	Tupanvirus_soda_lake_1076	74.107	112	25	1	1765	1872	51	162	6.70e-48	164
GD2017_2_strous_106	Tupanvirus_soda_lake_859	52.174	69	29	1	14	82	10	74	4.00e-11	62.4
GD2017_2_strous_107	Tupanvirus_soda_lake_1213	74.000	250	65	0	1	250	1	250	1.44e-131	368
GD2017_2_strous_108	Tupanvirus_soda_lake_1214	84.980	253	37	1	12	263	13	265	4.96e-161	443
GD2017_2_strous_109	Tupanvirus_soda_lake_1215	79.592	245	50	0	1	245	1	245	2.11e-140	389
GD2017_2_strous_110	Tupanvirus_soda_lake_1216	88.372	344	40	0	11	354	11	354	0.0	637
GD2017_2_strous_111	Tupanvirus_soda_lake_1217	74.603	378	96	0	1	378	11	388	0.0	591
GD2017_2_strous_112	Tupanvirus_soda_lake_1218	83.844	848	122	4	1	846	1	835	0.0	1368
GD2017_2_strous_112	Tupanvirus_soda_lake_154	31.193	327	175	14	48	361	76	365	2.64e-27	113
GD2017_2_strous_113	Tupanvirus_soda_lake_1219	58.824	153	62	1	4	156	2	153	5.73e-63	186
GD2017_2_strous_113	Tupanvirus_soda_lake_95	28.477	151	94	3	11	147	11	161	3.00e-13	60.1
GD2017_2_strous_114	Tupanvirus_soda_lake_1220	78.409	88	19	0	1	88	1	88	5.00e-52	153
GD2017_2_strous_115	Tupanvirus_soda_lake_1221	80.516	426	83	0	1	426	1	426	0.0	725
GD2017_2_strous_116	Tupanvirus_soda_lake_1222	78.140	215	47	0	1	215	1	215	1.27e-117	329
GD2017_2_strous_117	Tupanvirus_soda_lake_1223	68.984	187	57	1	1	186	1	187	3.09e-93	265
GD2017_2_strous_118	Tupanvirus_soda_lake_1224	68.531	286	90	0	1	286	1	286	2.04e-146	408
GD2017_2_strous_119	Tupanvirus_soda_lake_1225	81.333	375	70	0	1	375	1	375	0.0	653
GD2017_2_strous_120	Tupanvirus_soda_lake_1226	81.707	574	105	0	1	574	1	574	0.0	1002
GD2017_2_strous_122	Tupanvirus_soda_lake_1227	87.729	929	113	1	9	937	1	928	0.0	1711
GD2017_2_strous_123	Tupanvirus_soda_lake_1228	60.478	544	204	6	1	540	1	537	0.0	575
GD2017_2_strous_124	Tupanvirus_soda_lake_1229	93.333	180	12	0	1	180	1	180	1.08e-125	347
GD2017_2_strous_125	Tupanvirus_soda_lake_1229	67.097	155	51	0	78	232	18	172	5.40e-76	223
GD2017_2_strous_127	Tupanvirus_soda_lake_1230	63.861	404	146	0	1	404	1	404	0.0	531
GD2017_2_strous_127	Tupanvirus_soda_lake_707	34.649	228	110	5	117	315	8	225	7.57e-34	123
GD2017_2_strous_127	Tupanvirus_soda_lake_115	23.982	221	140	4	117	316	12	225	6.65e-16	74.3
GD2017_2_strous_128	Tupanvirus_soda_lake_1231	86.034	358	50	0	1	358	1	358	0.0	643
GD2017_2_strous_129	Tupanvirus_soda_lake_1232	77.736	265	59	0	1	265	1	265	2.65e-161	444
GD2017_2_strous_129	Tupanvirus_soda_lake_383	29.961	257	175	3	1	252	103	359	9.42e-36	127
GD2017_2_strous_129	Tupanvirus_soda_lake_551	36.719	128	77	3	102	226	131	257	4.41e-21	86.7
GD2017_2_strous_129	Tupanvirus_soda_lake_540	26.866	201	140	4	59	252	77	277	3.71e-16	73.6
GD2017_2_strous_130	Tupanvirus_soda_lake_1233	80.328	183	36	0	1	183	1	183	1.75e-109	306
GD2017_2_strous_131	Tupanvirus_soda_lake_1234	92.469	239	18	0	1	239	1	239	6.51e-164	448
GD2017_2_strous_131	Tupanvirus_soda_lake_604	30.000	110	73	2	1	106	1	110	3.86e-13	62.8
GD2017_2_strous_132	Tupanvirus_soda_lake_1235	43.038	79	41	2	5	81	7	83	4.62e-16	68.2
GD2017_2_strous_133	Tupanvirus_soda_lake_1235	73.859	241	55	3	1	240	1	234	5.58e-122	342
GD2017_2_strous_135	Tupanvirus_soda_lake_1236	48.551	138	66	2	7	144	237	369	1.54e-29	106
GD2017_2_strous_135	Tupanvirus_soda_lake_451	31.884	138	71	2	9	141	546	665	1.46e-17	73.9
GD2017_2_strous_135	Tupanvirus_soda_lake_285	58.333	48	20	0	4	51	178	225	7.26e-16	68.2
GD2017_2_strous_135	Tupanvirus_soda_lake_285	55.814	43	19	0	106	148	181	223	3.47e-11	55.1
GD2017_2_strous_138	Tupanvirus_soda_lake_1236	35.326	184	114	2	1	182	1	181	1.87e-21	85.5
GD2017_2_strous_139	Tupanvirus_soda_lake_1237	90.909	33	3	0	1	33	1	33	3.63e-17	61.6
GD2017_2_strous_140	Tupanvirus_soda_lake_1238	75.641	234	57	0	60	293	1	234	4.68e-136	380
GD2017_2_strous_143	Tupanvirus_soda_lake_1239	66.926	257	50	8	1	233	1	246	8.23e-104	296
GD2017_2_strous_144	Tupanvirus_soda_lake_1240	53.636	110	47	1	1	106	1	110	1.08e-44	137
GD2017_2_strous_144	Tupanvirus_soda_lake_1241	37.647	85	53	0	22	106	79	163	1.19e-21	80.5
GD2017_2_strous_144	Tupanvirus_soda_lake_735	40.594	101	51	2	6	106	208	299	3.57e-20	80.1
GD2017_2_strous_146	Tupanvirus_soda_lake_1241	67.213	183	57	1	1	183	1	180	1.40e-92	263
GD2017_2_strous_146	Tupanvirus_soda_lake_735	57.931	145	60	1	25	169	159	302	1.29e-56	183
GD2017_2_strous_146	Tupanvirus_soda_lake_1240	39.796	98	59	0	72	169	16	113	1.50e-19	75.9
GD2017_2_strous_147	Tupanvirus_soda_lake_1242	88.110	799	95	0	423	1221	18	816	0.0	1500
GD2017_2_strous_148	Tupanvirus_soda_lake_1244	48.810	84	43	0	108	191	4	87	6.35e-23	85.1
GD2017_2_strous_149	Tupanvirus_soda_lake_1245	84.946	558	82	2	1	557	1	557	0.0	1004
GD2017_2_strous_151	Tupanvirus_soda_lake_1246	95.814	215	9	0	1	215	1	215	5.12e-155	424
GD2017_2_strous_153	Tupanvirus_soda_lake_1247	81.314	487	84	4	1	485	1	482	0.0	715
GD2017_2_strous_154	Tupanvirus_soda_lake_1248	79.805	614	118	1	1	608	1	614	0.0	1008
GD2017_2_strous_154	Tupanvirus_soda_lake_151	25.455	385	221	16	225	585	116	458	1.30e-27	111
GD2017_2_strous_155	Tupanvirus_soda_lake_1249	51.327	113	49	1	1	107	1	113	3.74e-34	110
GD2017_2_strous_157	Tupanvirus_soda_lake_1250	67.179	195	56	2	1	195	1	187	9.93e-86	246
GD2017_2_strous_158	Tupanvirus_soda_lake_1251	67.170	265	65	4	1	248	1	260	6.89e-117	330
GD2017_2_strous_159	Tupanvirus_soda_lake_1252	72.727	88	24	0	1	88	1	88	9.61e-47	140
GD2017_2_strous_160	Tupanvirus_soda_lake_1253	78.947	152	32	0	41	192	1	152	1.57e-85	244
GD2017_2_strous_161	Tupanvirus_soda_lake_1254	88.525	122	14	0	1	122	1	122	2.18e-74	213
GD2017_2_strous_162	Tupanvirus_soda_lake_1255	73.762	202	49	1	1	202	1	198	1.99e-98	280
GD2017_2_strous_163	Tupanvirus_soda_lake_1256	66.901	142	42	3	1	138	1	141	1.12e-53	161
GD2017_2_strous_164	Tupanvirus_soda_lake_1257	76.293	232	45	8	1	232	1	222	1.26e-91	273
GD2017_2_strous_165	Tupanvirus_soda_lake_1258	77.176	425	94	3	1	424	1	423	0.0	672
GD2017_2_strous_166	Tupanvirus_soda_lake_1259	80.263	228	32	3	1	221	1	222	1.32e-130	363
GD2017_2_strous_167	Tupanvirus_soda_lake_1260	82.338	385	60	4	1	382	1	380	0.0	610
GD2017_2_strous_168	Tupanvirus_soda_lake_1261	57.676	482	165	3	1	453	1	472	2.00e-178	503
GD2017_2_strous_169	Tupanvirus_soda_lake_1262	58.621	87	30	2	6	92	5	85	4.28e-27	90.9
GD2017_2_strous_170	Tupanvirus_soda_lake_1263	86.704	534	63	2	1	530	1	530	0.0	924
GD2017_2_strous_171	Tupanvirus_soda_lake_1265	93.264	965	62	2	1	964	1	963	0.0	1831
GD2017_2_strous_171	Tupanvirus_soda_lake_1266	56.031	257	109	3	60	315	12	265	1.44e-88	280
GD2017_2_strous_171	Tupanvirus_soda_lake_98	35.680	412	253	4	367	776	3	404	6.34e-74	246
GD2017_2_strous_172	Tupanvirus_soda_lake_1266	68.061	263	82	1	11	273	10	270	5.89e-128	360
GD2017_2_strous_172	Tupanvirus_soda_lake_1265	53.101	258	121	0	13	270	59	316	1.56e-83	265
GD2017_2_strous_173	Tupanvirus_soda_lake_1267	90.769	195	18	0	1	195	1	195	6.01e-138	379
GD2017_2_strous_174	Tupanvirus_soda_lake_1268	65.123	648	177	10	1	615	1	632	0.0	847
GD2017_2_strous_175	Tupanvirus_soda_lake_1269	84.884	344	49	3	1	342	1	343	1.41e-166	464
GD2017_2_strous_176	Tupanvirus_soda_lake_1270	71.965	346	94	2	1	346	1	343	0.0	518
GD2017_2_strous_177	Tupanvirus_soda_lake_1271	65.990	394	133	1	1	393	1	394	0.0	525
GD2017_2_strous_178	Tupanvirus_soda_lake_1272	80.534	262	51	0	1	262	1	262	5.70e-155	427
GD2017_2_strous_179	Tupanvirus_soda_lake_1273	57.619	210	88	1	1	209	1	210	3.43e-68	204
GD2017_2_strous_182	Tupanvirus_soda_lake_941	77.551	49	11	0	4	52	1	49	1.07e-25	84.7
GD2017_2_strous_183	Tupanvirus_soda_lake_940	76.048	334	80	0	1	334	1	334	0.0	541
GD2017_2_strous_183	Tupanvirus_soda_lake_519	32.390	318	184	12	3	312	8	302	1.47e-35	127
GD2017_2_strous_184	Tupanvirus_soda_lake_939	63.077	195	53	3	1	195	1	176	1.70e-69	205
GD2017_2_strous_185	Tupanvirus_soda_lake_938	70.659	167	49	0	1	167	1	167	2.83e-93	265
GD2017_2_strous_186	Tupanvirus_soda_lake_937	95.111	450	22	0	1	450	1	450	0.0	910
GD2017_2_strous_186	Tupanvirus_soda_lake_682	36.538	312	163	6	1	299	1	290	1.31e-61	207
GD2017_2_strous_186	Tupanvirus_soda_lake_682	36.111	108	63	3	342	444	478	584	2.97e-11	60.8
GD2017_2_strous_186	Tupanvirus_soda_lake_714	31.351	370	213	9	102	449	254	604	3.59e-54	186
GD2017_2_strous_186	Tupanvirus_soda_lake_714	39.130	92	56	0	1	92	1	92	1.42e-16	77.4
GD2017_2_strous_186	Tupanvirus_soda_lake_723	35.747	221	123	4	1	221	1	202	5.00e-47	166
GD2017_2_strous_186	Tupanvirus_soda_lake_723	31.667	240	136	7	230	447	336	569	3.22e-27	109
GD2017_2_strous_186	Tupanvirus_soda_lake_719	26.705	176	118	2	113	277	1578	1753	2.04e-16	77.4
GD2017_2_strous_187	Tupanvirus_soda_lake_936	81.373	204	37	1	1	203	1	204	7.79e-125	347
GD2017_2_strous_187	Tupanvirus_soda_lake_868	39.506	162	97	1	7	168	9	169	1.01e-35	120
GD2017_2_strous_187	Tupanvirus_soda_lake_762	28.676	136	95	1	1	136	1	134	7.68e-13	60.1
GD2017_2_strous_188	Tupanvirus_soda_lake_935	81.206	282	53	0	1	282	1	282	2.85e-177	486
GD2017_2_strous_189	Tupanvirus_soda_lake_934	85.945	434	59	2	1	433	1	433	0.0	767
GD2017_2_strous_190	Tupanvirus_soda_lake_933	60.360	222	88	0	26	247	2	223	8.67e-96	276
GD2017_2_strous_191	Tupanvirus_soda_lake_932	87.246	737	94	0	1	737	1	737	0.0	1327
GD2017_2_strous_192	Tupanvirus_soda_lake_931	45.238	126	66	1	1	126	2	124	4.41e-33	114
GD2017_2_strous_193	Tupanvirus_soda_lake_931	47.802	182	89	3	1	177	156	336	2.17e-48	155
GD2017_2_strous_194	Tupanvirus_soda_lake_930	66.079	227	67	1	1	227	1	217	2.50e-86	251
GD2017_2_strous_195	Tupanvirus_soda_lake_929	69.062	320	74	3	1	305	1	310	3.17e-164	455
GD2017_2_strous_196	Tupanvirus_soda_lake_928	73.323	641	171	0	1	641	1	641	0.0	968
GD2017_2_strous_197	Tupanvirus_soda_lake_289	36.082	194	118	2	5	194	3	194	1.63e-35	121
GD2017_2_strous_198	Tupanvirus_soda_lake_927	73.282	262	69	1	11	272	1	261	1.77e-144	402
GD2017_2_strous_199	Tupanvirus_soda_lake_926	86.217	341	47	0	1	341	1	341	0.0	618
GD2017_2_strous_200	Tupanvirus_soda_lake_925	45.517	145	77	2	173	316	6	149	1.04e-34	119
GD2017_2_strous_200	Tupanvirus_soda_lake_924	53.097	113	52	1	3	114	5	117	8.88e-32	111
GD2017_2_strous_200	Tupanvirus_soda_lake_594	30.131	229	147	4	38	253	101	329	3.53e-30	114
GD2017_2_strous_201	Tupanvirus_soda_lake_923	84.836	244	37	0	1	244	1	244	3.03e-157	432
GD2017_2_strous_201	Tupanvirus_soda_lake_1091	55.061	247	104	2	4	243	48	294	1.68e-92	270
GD2017_2_strous_203	Tupanvirus_soda_lake_922	77.419	155	35	0	2	156	9	163	1.84e-87	251
GD2017_2_strous_204	Tupanvirus_soda_lake_921	89.273	811	87	0	1	811	1	811	0.0	1491
GD2017_2_strous_205	Tupanvirus_soda_lake_920	70.130	231	68	1	1	231	1	230	1.48e-127	355
GD2017_2_strous_206	Tupanvirus_soda_lake_919	72.757	301	81	1	31	330	2	302	2.95e-170	472
GD2017_2_strous_206	Tupanvirus_soda_lake_583	34.413	247	154	5	41	282	3	246	3.02e-39	135
GD2017_2_strous_207	Tupanvirus_soda_lake_918	82.534	1042	172	3	1	1034	1	1040	0.0	1799
GD2017_2_strous_210	Tupanvirus_soda_lake_917	38.011	563	325	12	1	551	1	551	1.53e-129	385
GD2017_2_strous_210	Tupanvirus_soda_lake_803	31.438	299	179	7	161	442	675	964	3.04e-36	140
GD2017_2_strous_210	Tupanvirus_soda_lake_803	32.800	125	80	2	12	133	436	559	1.17e-18	85.5
GD2017_2_strous_211	Tupanvirus_soda_lake_916	79.070	430	90	0	1	430	1	430	0.0	696
GD2017_2_strous_212	Tupanvirus_soda_lake_915	70.681	382	109	2	2	381	4	384	0.0	562
GD2017_2_strous_213	Tupanvirus_soda_lake_914	78.091	922	195	3	1	919	1	918	0.0	1511
GD2017_2_strous_213	Tupanvirus_soda_lake_1153	28.302	477	275	17	256	689	5	457	1.80e-43	160
GD2017_2_strous_214	Tupanvirus_soda_lake_913	80.663	181	35	0	1	181	1	181	2.88e-109	305
GD2017_2_strous_215	Tupanvirus_soda_lake_912	69.349	584	179	0	2	585	3	586	0.0	818
GD2017_2_strous_216	Tupanvirus_soda_lake_911	76.498	651	152	1	1	650	1	651	0.0	1023
GD2017_2_strous_216	Tupanvirus_soda_lake_355	29.778	225	141	8	1	216	243	459	3.23e-14	70.9
GD2017_2_strous_216	Tupanvirus_soda_lake_369	26.715	277	142	10	41	314	35	253	8.53e-11	59.7
GD2017_2_strous_217	Tupanvirus_soda_lake_910	90.487	431	41	0	1	431	1	431	0.0	804
